Ligand	1_Energy	Mass
ZINC72324716	-10,3	397,282
ZINC00865014	-10,3	430,359
ZINC12563761	-10,3	457,359
ZINC88338026	-10,3	319,235
ZINC02508452	-10,3	339,213
ZINC14559755	-10,3	329,251
ZINC12515778	-10,3	390,742
ZINC06987879	-10,3	329,251
ZINC09650671	-10,3	419,355
ZINC33262461	-10,3	395,31
ZINC66824952	-10,3	343,278
ZINC33125325	-10,3	367,279
ZINC21707634	-10,3	367,279
ZINC33262462	-10,3	432,332
ZINC86966029	-10,3	285,209
ZINC20580822	-10,3	409,364
ZINC12948921	-10,3	359,23
ZINC12680126	-10,3	458,392
ZINC20610860	-10,3	404,728
ZINC06364797	-10,3	363,315
ZINC72356195	-10,3	405,303
ZINC48586034	-10,3	342,27
ZINC00221636	-10,3	304,175
ZINC35397941	-10,3	361,298
ZINC44441615	-10,3	437,419
ZINC05589627	-10,3	365,287
ZINC38587695	-10,3	356,276
ZINC46078494	-10,3	392,309
ZINC33125329	-10,3	379,29
ZINC13828391	-10,3	339,269
ZINC20580825	-10,3	409,364
ZINC44016356	-10,3	371,297
ZINC09514421	-10,3	417,361
ZINC14967637	-10,3	392,309
ZINC20617431	-10,3	378,306
ZINC40284850	-10,3	341,265
ZINC40753210	-10,3	394,308
ZINC12049392	-10,3	414,315
ZINC21455069	-10,3	376,308
ZINC47545190	-10,3	355,289
ZINC09958812	-10,3	382,297
ZINC60127522	-10,3	415,298
ZINC05150711	-10,3	398,309
ZINC33068244	-10,3	382,698
ZINC38709557	-10,3	395,29
ZINC40753214	-10,3	394,308
ZINC10014885	-10,3	428,367
ZINC20628046	-10,3	474,792
ZINC05713788	-10,3	334,242
ZINC72460031	-10,3	382,315
ZINC14683845	-10,3	349,712
ZINC02349544	-10,3	381,305
ZINC09168301	-10,3	394,709
ZINC15670559	-10,3	384,288
ZINC39875871	-10,3	423,718
ZINC40753217	-10,3	401,296
ZINC35397963	-10,3	376,313
ZINC46020606	-10,3	369,275
ZINC22486166	-10,3	372,301
ZINC36651975	-10,3	445,386
ZINC13040698	-10,3	445,354
ZINC33125342	-10,3	435,172
ZINC25610869	-10,3	380,232
ZINC40086789	-10,3	352,288
ZINC14805320	-10,3	437,416
ZINC15823195	-10,3	364,094
ZINC12986273	-10,3	472,372
ZINC42379974	-10,3	400,266
ZINC40753220	-10,3	401,296
ZINC48234722	-10,3	391,277
ZINC72460036	-10,3	401,314
ZINC78735440	-10,3	342,273
ZINC39875877	-10,3	456,159
ZINC32035266	-10,3	438,716
ZINC09952405	-10,3	450,779
ZINC72069099	-10,3	420,184
ZINC12049403	-10,3	369,275
ZINC85644520	-10,3	445,333
ZINC68201527	-10,3	373,282
ZINC84247707	-10,3	413,824
ZINC40753223	-10,3	401,296
ZINC49471324	-10,3	368,287
ZINC39875881	-10,3	388,266
ZINC29523440	-10,3	347,292
ZINC57058652	-10,3	387,284
ZINC19850961	-10,3	404,323
ZINC72551953	-10,3	338,234
ZINC85479426	-10,3	274,218
ZINC09196393	-10,3	327,258
ZINC23858031	-10,3	444,318
ZINC48681884	-10,3	320,289
ZINC90109238	-10,3	347,244
ZINC91227366	-10,3	348,254
ZINC68545935	-10,3	380,301
ZINC71963183	-10,2	467,38
ZINC25768682	-10,2	475,282
ZINC21323840	-10,2	411,383
ZINC70882257	-10,2	403,319
ZINC73302272	-10,2	327,258
ZINC14245202	-10,2	357,331
ZINC23866213	-10,2	462,381
ZINC38533079	-10,2	370,286
ZINC40133878	-10,2	409,318
ZINC56918964	-10,2	457,451
ZINC67584914	-10,2	345,273
ZINC28195119	-10,2	352,309
ZINC22574818	-10,2	329,275
ZINC90618316	-10,2	303,236
ZINC20924711	-10,2	396,298
ZINC92533676	-10,2	371,314
ZINC09460335	-10,2	437,324
ZINC11695478	-10,2	478,69
ZINC03025476	-10,2	358,722
ZINC30804886	-10,2	359,26
ZINC67584915	-10,2	345,273
ZINC83522395	-10,2	291,222
ZINC01366702	-10,2	397,321
ZINC09460336	-10,2	437,324
ZINC12634693	-10,2	439,797
ZINC65801573	-10,2	364,256
ZINC55414117	-10,2	360,314
ZINC04668084	-10,2	393,72
ZINC89583755	-10,2	347,249
ZINC02632258	-10,2	429,774
ZINC35344332	-10,2	393,342
ZINC10012599	-10,2	399,345
ZINC01067799	-10,2	462,303
ZINC13941174	-10,2	389,306
ZINC33125287	-10,2	442,16
ZINC35375382	-10,2	451,314
ZINC02926263	-10,2	341,233
ZINC24739797	-10,2	391,323
ZINC38533086	-10,2	391,248
ZINC66088391	-10,2	330,262
ZINC49322815	-10,2	349,257
ZINC91826224	-10,2	314,262
ZINC66957840	-10,2	342,273
ZINC14464588	-10,2	369,318
ZINC67462094	-10,2	368,287
ZINC78422864	-10,2	342,27
ZINC21349078	-10,2	463,816
ZINC40762378	-10,2	413,307
ZINC04235689	-10,2	401,294
ZINC08832354	-10,2	441,705
ZINC38709517	-10,2	340,277
ZINC05240265	-10,2	367,301
ZINC66223966	-10,2	374,339
ZINC57993987	-10,2	375,279
ZINC33068206	-10,2	426,304
ZINC91739170	-10,2	349,223
ZINC33061086	-10,2	446,38
ZINC72356164	-10,2	376,29
ZINC34761112	-10,2	464,345
ZINC08724013	-10,2	422,755
ZINC89998468	-10,2	326,273
ZINC12908585	-10,2	308,256
ZINC09460342	-10,2	394,302
ZINC61457166	-10,2	364,706
ZINC78680987	-10,2	348,249
ZINC46958734	-10,2	371,291
ZINC63856385	-10,2	358,298
ZINC70011999	-10,2	322,239
ZINC77154152	-10,2	362,328
ZINC63991374	-10,2	468,388
ZINC01195967	-10,2	474,433
ZINC09731429	-10,2	447,202
ZINC63856386	-10,2	358,298
ZINC33621665	-10,2	357,261
ZINC14559735	-10,2	351,234
ZINC36682241	-10,2	335,235
ZINC19349576	-10,2	377,725
ZINC21723291	-10,2	458,35
ZINC27972058	-10,2	367,282
ZINC13769326	-10,2	441,341
ZINC41431029	-10,2	365,252
ZINC06062597	-10,2	370,283
ZINC11060004	-10,2	371,268
ZINC08691537	-10,2	417,135
ZINC13595336	-10,2	389,253
ZINC39875835	-10,2	450,726
ZINC70867117	-10,2	371,291
ZINC19210425	-10,2	354,284
ZINC13942672	-10,2	442,349
ZINC02745671	-10,2	337,276
ZINC05032186	-10,2	396,769
ZINC03363509	-10,2	361,273
ZINC32425292	-10,2	422,177
ZINC87233920	-10,2	340,248
ZINC12515765	-10,2	374,288
ZINC61381545	-10,2	347,246
ZINC19237278	-10,2	354,284
ZINC77117055	-10,2	356,273
ZINC80953584	-10,2	340,254
ZINC14812521	-10,2	359,707
ZINC00989562	-10,2	387,27
ZINC07200053	-10,2	385,342
ZINC06766680	-10,2	385,339
ZINC89851047	-10,2	348,707
ZINC09737986	-10,2	356,276
ZINC24571986	-10,2	451,381
ZINC13040683	-10,2	385,339
ZINC71799747	-10,2	317,263
ZINC57342144	-10,2	345,24
ZINC19334717	-10,2	361,271
ZINC10157288	-10,2	331,246
ZINC46078481	-10,2	392,309
ZINC46577698	-10,2	328,266
ZINC21723298	-10,2	402,329
ZINC39875841	-10,2	483,166
ZINC38739345	-10,2	392,334
ZINC12188142	-10,2	411,356
ZINC10132786	-10,2	385,745
ZINC67584928	-10,2	367,303
ZINC33282584	-10,2	435,4
ZINC90678443	-10,2	381,286
ZINC71075059	-10,2	328,243
ZINC63828943	-10,2	334,25
ZINC49389374	-10,2	417,341
ZINC10281022	-10,2	354,281
ZINC22987593	-10,2	458,37
ZINC38932841	-10,2	440,327
ZINC39891989	-10,2	390,257
ZINC04603311	-10,2	376,685
ZINC65315344	-10,2	467,766
ZINC70872891	-10,2	436,366
ZINC89954472	-10,2	346,256
ZINC64705042	-10,2	436,322
ZINC09508889	-10,2	458,234
ZINC14018487	-10,2	407,389
ZINC39875845	-10,2	415,273
ZINC39891990	-10,2	378,246
ZINC59893561	-10,2	404,409
ZINC09305066	-10,2	420,274
ZINC71799751	-10,2	329,274
ZINC89954474	-10,2	346,256
ZINC49481922	-10,2	336,241
ZINC00672946	-10,2	334,27
ZINC02809191	-10,2	456,183
ZINC01118561	-10,2	422,312
ZINC16580030	-10,2	379,312
ZINC38562003	-10,2	459,422
ZINC71987054	-10,2	418,327
ZINC33262454	-10,2	376,311
ZINC09211070	-10,2	433,322
ZINC93092363	-10,2	290,24
ZINC94019611	-10,2	367,303
ZINC07118893	-10,2	366,249
ZINC09650669	-10,2	435,809
ZINC10337526	-10,2	452,793
ZINC81169206	-10,2	351,253
ZINC08393598	-10,2	315,247
ZINC89866575	-10,2	357,307
ZINC14018494	-10,2	442,842
ZINC33216177	-10,2	384,287
ZINC39875853	-10,2	388,266
ZINC75532612	-10,2	350,248
ZINC23038434	-10,2	274,215
ZINC43962359	-10,2	440,314
ZINC12978017	-10,2	439,794
ZINC78735426	-10,2	346,261
ZINC09514417	-10,2	382,312
ZINC73473371	-10,2	339,269
ZINC19237280	-10,2	373,282
ZINC13013194	-10,2	372,699
ZINC09416475	-10,2	430,152
ZINC19761727	-10,2	416,334
ZINC38709549	-10,2	386,278
ZINC33262463	-10,2	432,332
ZINC13475847	-10,2	448,375
ZINC39795512	-10,2	429,375
ZINC14559758	-10,2	397,144
ZINC00902721	-10,2	453,395
ZINC01143223	-10,2	362,28
ZINC67909162	-10,2	343,278
ZINC59015739	-10,2	468,306
ZINC03283962	-10,2	453,346
ZINC13013200	-10,2	392,289
ZINC03348040	-10,2	368,692
ZINC46020604	-10,2	369,275
ZINC68523786	-10,2	367,303
ZINC88265859	-10,2	335,23
ZINC09703496	-10,2	466,414
ZINC39875863	-10,2	411,707
ZINC59332002	-10,2	419,333
ZINC17083064	-10,2	388,747
ZINC20617433	-10,2	378,306
ZINC02584680	-10,2	426,728
ZINC90549922	-10,2	340,225
ZINC13640135	-10,2	404,34
ZINC26491815	-10,2	376,311
ZINC23787544	-10,2	437,333
ZINC39006972	-10,2	440,042
ZINC68148416	-10,2	354,236
ZINC09424570	-10,2	431,341
ZINC00391301	-10,2	250,213
ZINC40879768	-10,2	382,268
ZINC33262473	-10,2	360,312
ZINC20600454	-10,2	423,3
ZINC02024122	-10,2	272,24
ZINC56919022	-10,2	401,341
ZINC09833030	-10,2	462,402
ZINC11595142	-10,2	411,752
ZINC05149016	-10,2	398,768
ZINC03372779	-10,2	437,304
ZINC24174603	-10,2	411,761
ZINC02630535	-10,2	395,29
ZINC67514269	-10,2	355,268
ZINC18490992	-10,2	398,289
ZINC13006198	-10,2	453,288
ZINC49471318	-10,2	379,718
ZINC38709562	-10,2	402,732
ZINC42379970	-10,2	400,266
ZINC32738350	-10,2	399,268
ZINC40390689	-10,2	445,353
ZINC39857859	-10,2	389,255
ZINC09378749	-10,2	425,342
ZINC90678459	-10,2	404,3
ZINC12057473	-10,2	350,292
ZINC91833023	-10,2	337,681
ZINC14464647	-10,2	398,336
ZINC32106142	-10,2	426,16
ZINC65487687	-10,2	365,29
ZINC02861408	-10,2	355,265
ZINC75532625	-10,2	338,237
ZINC35454472	-10,2	407,322
ZINC48342744	-10,2	435,829
ZINC08340846	-10,2	371,271
ZINC01100845	-10,2	417,411
ZINC14977500	-10,2	415,326
ZINC13571665	-10,2	418,755
ZINC15670564	-10,2	396,299
ZINC40785498	-10,2	377,298
ZINC24859717	-10,2	406,334
ZINC24503343	-10,2	417,319
ZINC78777690	-10,2	360,263
ZINC05947293	-10,2	367,301
ZINC80933603	-10,2	316,255
ZINC72069098	-10,2	483,241
ZINC09430733	-10,2	427,783
ZINC71936934	-10,2	397,309
ZINC15053482	-10,2	466,815
ZINC06987902	-10,2	380,298
ZINC09869262	-10,2	366,241
ZINC25327589	-10,2	353,296
ZINC09211098	-10,2	416,337
ZINC71936935	-10,2	395,316
ZINC45945966	-10,2	444,297
ZINC06751115	-10,2	348,252
ZINC82127292	-10,2	339,269
ZINC08348861	-10,2	370,28
ZINC44441636	-10,2	437,802
ZINC77218973	-10,2	339,272
ZINC38500016	-10,2	425,722
ZINC23602502	-10,2	344,309
ZINC14084073	-10,2	376,231
ZINC39437359	-10,2	370,283
ZINC68545931	-10,2	373,282
ZINC44441637	-10,2	463,816
ZINC89437411	-10,2	295,213
ZINC15053485	-10,2	450,361
ZINC91445042	-10,2	361,32
ZINC06241883	-10,2	399,752
ZINC72069103	-10,2	483,241
ZINC15053488	-10,2	443,374
ZINC64972582	-10,2	415,345
ZINC09219437	-10,2	281,23
ZINC90912776	-10,2	332,244
ZINC04002399	-10,2	390,721
ZINC16849196	-10,2	434,241
ZINC33125353	-10,2	367,279
ZINC00950545	-10,2	448,735
ZINC78459916	-10,1	312,267
ZINC14279267	-10,1	460,749
ZINC14474618	-10,1	381,283
ZINC14168356	-10,1	401,32
ZINC05797264	-10,1	345,221
ZINC60033106	-10,1	401,341
ZINC92519245	-10,1	277,214
ZINC92533673	-10,1	361,298
ZINC09639044	-10,1	418,348
ZINC14474620	-10,1	381,283
ZINC87421162	-10,1	302,243
ZINC09508865	-10,1	417,293
ZINC17125663	-10,1	424,316
ZINC48481712	-10,1	398,293
ZINC13584734	-10,1	424,78
ZINC40466545	-10,1	309,646
ZINC19161177	-10,1	387,267
ZINC05498213	-10,1	348,254
ZINC04235680	-10,1	398,29
ZINC06987838	-10,1	305,229
ZINC17010323	-10,1	456,377
ZINC72689838	-10,1	314,262
ZINC38561979	-10,1	457,426
ZINC33031927	-10,1	438,382
ZINC88337987	-10,1	318,227
ZINC14559720	-10,1	333,239
ZINC09616737	-10,1	426,374
ZINC12005520	-10,1	405,331
ZINC09729339	-10,1	401,338
ZINC35592817	-10,1	407,322
ZINC79073456	-10,1	391,361
ZINC40762374	-10,1	413,307
ZINC72290355	-10,1	328,217
ZINC76422245	-10,1	345,253
ZINC27527776	-10,1	437,27
ZINC21723275	-10,1	437,782
ZINC49406342	-10,1	417,322
ZINC72002653	-10,1	424,311
ZINC67584917	-10,1	358,295
ZINC72047515	-10,1	402,349
ZINC13632049	-10,1	393,361
ZINC12515749	-10,1	295,213
ZINC44718359	-10,1	280,219
ZINC02926260	-10,1	341,233
ZINC33061077	-10,1	413,375
ZINC38850712	-10,1	464,801
ZINC72047516	-10,1	372,276
ZINC28307555	-10,1	405,305
ZINC34873169	-10,1	397,294
ZINC00130499	-10,1	325,265
ZINC00802859	-10,1	405,326
ZINC15867745	-10,1	436,317
ZINC25062855	-10,1	370,283
ZINC08606786	-10,1	393,155
ZINC38720001	-10,1	372,248
ZINC76422246	-10,1	345,253
ZINC09451811	-10,1	455,755
ZINC21793937	-10,1	383,3
ZINC13632052	-10,1	366,292
ZINC19574489	-10,1	346,259
ZINC05041954	-10,1	368,245
ZINC67726257	-10,1	326,253
ZINC22366100	-10,1	359,257
ZINC24970008	-10,1	400,329
ZINC74511954	-10,1	319,235
ZINC69579260	-10,1	456,421
ZINC93890270	-10,1	342,249
ZINC21636937	-10,1	376,31
ZINC03429907	-10,1	361,249
ZINC79608247	-10,1	350,7
ZINC54777199	-10,1	365,256
ZINC72441620	-10,1	375,302
ZINC59363805	-10,1	432,311
ZINC02809063	-10,1	419,162
ZINC21707613	-10,1	315,247
ZINC91441246	-10,1	325,268
ZINC89998465	-10,1	331,273
ZINC72356163	-10,1	376,29
ZINC33262431	-10,1	351,3
ZINC19867574	-10,1	414,315
ZINC79103509	-10,1	369,295
ZINC06647991	-10,1	353,317
ZINC92166163	-10,1	331,253
ZINC39875827	-10,1	438,715
ZINC09273721	-10,1	425,36
ZINC77154148	-10,1	350,317
ZINC40753187	-10,1	398,292
ZINC20933079	-10,1	445,774
ZINC66957847	-10,1	370,283
ZINC77906111	-10,1	395,293
ZINC87421180	-10,1	309,263
ZINC94019590	-10,1	353,296
ZINC39446784	-10,1	359,324
ZINC15053396	-10,1	483,27
ZINC59363806	-10,1	432,311
ZINC01077553	-10,1	347,313
ZINC89873226	-10,1	322,282
ZINC19800459	-10,1	369,278
ZINC04121430	-10,1	352,309
ZINC05359501	-10,1	437,203
ZINC10139673	-10,1	325,285
ZINC24212006	-10,1	355,223
ZINC11079817	-10,1	328,24
ZINC59331985	-10,1	359,345
ZINC15053399	-10,1	466,815
ZINC67726266	-10,1	374,722
ZINC10139674	-10,1	351,271
ZINC56918987	-10,1	353,294
ZINC08265999	-10,1	361,32
ZINC77117052	-10,1	356,273
ZINC79890164	-10,1	334,25
ZINC09460346	-10,1	424,375
ZINC10545268	-10,1	361,298
ZINC08348827	-10,1	399,265
ZINC03221749	-10,1	421,396
ZINC07653553	-10,1	401,315
ZINC92335542	-10,1	336,265
ZINC20628024	-10,1	391,749
ZINC41850848	-10,1	343,254
ZINC15678482	-10,1	428,773
ZINC12780083	-10,1	462,354
ZINC77154157	-10,1	406,304
ZINC92424769	-10,1	341,285
ZINC12438612	-10,1	426,333
ZINC90512473	-10,1	337,249
ZINC21595717	-10,1	361,323
ZINC29673978	-10,1	395,333
ZINC23382110	-10,1	413,331
ZINC02753071	-10,1	339,266
ZINC41358569	-10,1	365,688
ZINC57342143	-10,1	345,24
ZINC00285182	-10,1	304,175
ZINC71941258	-10,1	395,313
ZINC88607984	-10,1	350,249
ZINC02664174	-10,1	358,107
ZINC63778159	-10,1	418,755
ZINC32960091	-10,1	409,297
ZINC53605046	-10,1	314,259
ZINC67584927	-10,1	367,303
ZINC02630614	-10,1	397,353
ZINC69367402	-10,1	320,246
ZINC08222391	-10,1	298,191
ZINC14269894	-10,1	425,383
ZINC00834956	-10,1	377,722
ZINC64999792	-10,1	405,394
ZINC04669618	-10,1	380,278
ZINC12293045	-10,1	310,225
ZINC19563938	-10,1	402,244
ZINC29045344	-10,1	402,328
ZINC49481919	-10,1	374,238
ZINC04669790	-10,1	399,277
ZINC91794860	-10,1	341,265
ZINC12140778	-10,1	438,31
ZINC02248538	-10,1	371,695
ZINC30981969	-10,1	316,255
ZINC16362623	-10,1	434,418
ZINC35592847	-10,1	403,334
ZINC04680329	-10,1	370,28
ZINC21723304	-10,1	424,355
ZINC41524844	-10,1	368,287
ZINC58394115	-10,1	419,285
ZINC32073593	-10,1	376,72
ZINC18158647	-10,1	443,358
ZINC36646388	-10,1	353,273
ZINC14184016	-10,1	397,353
ZINC08778953	-10,1	451,228
ZINC10157291	-10,1	295,213
ZINC27533587	-10,1	459,333
ZINC38752280	-10,1	331,246
ZINC72412024	-10,1	349,242
ZINC19565678	-10,1	370,283
ZINC85739164	-10,1	328,225
ZINC91954059	-10,1	325,262
ZINC91068394	-10,1	350,249
ZINC09738022	-10,1	375,275
ZINC93794161	-10,1	350,245
ZINC95476591	-10,1	395,287
ZINC48624857	-10,1	379,718
ZINC72412025	-10,1	349,242
ZINC04355879	-10,1	377,319
ZINC79851415	-10,1	343,281
ZINC94019612	-10,1	367,303
ZINC62922967	-10,1	353,7
ZINC10337527	-10,1	452,793
ZINC17111681	-10,1	330,259
ZINC17010361	-10,1	456,377
ZINC89866576	-10,1	359,28
ZINC12978015	-10,1	439,794
ZINC77980553	-10,1	333,264
ZINC33216178	-10,1	384,287
ZINC16478618	-10,1	344,265
ZINC39363452	-10,1	406,319
ZINC92239138	-10,1	380,301
ZINC10139693	-10,1	412,177
ZINC78467309	-10,1	342,273
ZINC64840323	-10,1	369,275
ZINC04320022	-10,1	356,253
ZINC06112649	-10,1	348,272
ZINC89998494	-10,1	331,273
ZINC20580819	-10,1	409,364
ZINC76377661	-10,1	349,278
ZINC00675075	-10,1	389,327
ZINC63882682	-10,1	297,212
ZINC06175933	-10,1	387,31
ZINC17058120	-10,1	467,783
ZINC33740343	-10,1	387,274
ZINC72441642	-10,1	357,29
ZINC64576687	-10,1	384,714
ZINC04890486	-10,1	393,294
ZINC89866581	-10,1	317,258
ZINC67909160	-10,1	343,278
ZINC60127521	-10,1	415,298
ZINC70932097	-10,1	353,244
ZINC75040998	-10,1	287,237
ZINC01956539	-10,1	313,251
ZINC94031670	-10,1	354,287
ZINC32819928	-10,1	447,414
ZINC04408468	-10,1	353,276
ZINC00446250	-10,1	334,227
ZINC14245251	-10,1	417,341
ZINC68523784	-10,1	367,303
ZINC46124199	-10,1	469,44
ZINC02661732	-10,1	420,321
ZINC39795513	-10,1	429,375
ZINC78773886	-10,1	320,223
ZINC07420209	-10,1	350,226
ZINC10186609	-10,1	446,408
ZINC24823348	-10,1	383,282
ZINC19335302	-10,1	377,274
ZINC12542161	-10,1	433,787
ZINC00797388	-10,1	412,277
ZINC56919016	-10,1	367,368
ZINC52954711	-10,1	350,317
ZINC77914783	-10,1	384,29
ZINC92222001	-10,1	357,284
ZINC09892172	-10,1	411,763
ZINC12653073	-10,1	402,279
ZINC94019625	-10,1	362,306
ZINC19563953	-10,1	383,245
ZINC13135138	-10,1	470,425
ZINC06807293	-10,1	363,315
ZINC92222002	-10,1	357,284
ZINC89866588	-10,1	357,307
ZINC15693154	-10,1	359,254
ZINC04188696	-10,1	341,669
ZINC49406374	-10,1	417,29
ZINC13006195	-10,1	392,125
ZINC13624743	-10,1	464,421
ZINC14885075	-10,1	416,356
ZINC04229384	-10,1	375,302
ZINC73891235	-10,1	331,246
ZINC12815536	-10,1	400,353
ZINC09273731	-10,1	413,349
ZINC07586499	-10,1	331,249
ZINC23515682	-10,1	408,216
ZINC21768454	-10,1	351,301
ZINC55030279	-10,1	369,298
ZINC05986441	-10,1	399,278
ZINC35397962	-10,1	376,313
ZINC58539029	-10,1	367,274
ZINC10139709	-10,1	415,368
ZINC13640140	-10,1	426,374
ZINC13112958	-10,1	470,424
ZINC09385063	-10,1	359,249
ZINC72551943	-10,1	342,289
ZINC20617437	-10,1	378,306
ZINC24097067	-10,1	455,292
ZINC38709563	-10,1	401,338
ZINC30646550	-10,1	411,356
ZINC14996977	-10,1	426,371
ZINC20580837	-10,1	420,794
ZINC06751109	-10,1	381,286
ZINC00877463	-10,1	352,242
ZINC49481948	-10,1	331,249
ZINC12890383	-10,1	416,319
ZINC92815116	-10,1	373,302
ZINC64481765	-10,1	392,309
ZINC16685017	-10,1	396,278
ZINC09632766	-10,1	407,269
ZINC35592876	-10,1	367,247
ZINC36617065	-10,1	415,326
ZINC38752295	-10,1	333,239
ZINC38709566	-10,1	427,356
ZINC03613567	-10,1	392,326
ZINC74749910	-10,1	308,256
ZINC08291745	-10,1	321,247
ZINC33125345	-10,1	374,267
ZINC22485514	-10,1	337,276
ZINC76945097	-10,1	330,238
ZINC91626278	-10,1	347,246
ZINC25045808	-10,1	373,309
ZINC44441634	-10,1	447,82
ZINC09833408	-10,1	434,394
ZINC20628053	-10,1	474,792
ZINC94828958	-10,1	261,187
ZINC11770700	-10,1	431,344
ZINC15670567	-10,1	408,31
ZINC71941281	-10,1	397,329
ZINC71924713	-10,1	432,334
ZINC24022551	-10,1	419,355
ZINC19221538	-10,1	390,32
ZINC05576535	-10,1	371,268
ZINC08273910	-10,1	325,235
ZINC59893579	-10,1	399,345
ZINC09273736	-10,1	433,404
ZINC45945969	-10,1	432,286
ZINC53605070	-10,1	308,232
ZINC19595608	-10,1	388,321
ZINC72069104	-10,1	420,184
ZINC12754901	-10,1	401,338
ZINC84247710	-10,1	413,824
ZINC78402282	-10,1	397,353
ZINC00881454	-10,1	385,362
ZINC63745853	-10,1	379,314
ZINC06803266	-10,1	395,313
ZINC13584731	-10	424,78
ZINC19574481	-10	397,289
ZINC04088037	-10	371,356
ZINC39843297	-10	425,221
ZINC20577153	-10	412,713
ZINC06820713	-10	384,282
ZINC06987834	-10	345,253
ZINC71036517	-10	376,334
ZINC94160051	-10	365,099
ZINC33068190	-10	410,304
ZINC12737638	-10	311,259
ZINC40033977	-10	389,306
ZINC67834300	-10	387,267
ZINC39894994	-10	377,359
ZINC71963186	-10	475,403
ZINC75413715	-10	329,277
ZINC08265982	-10	373,331
ZINC11788637	-10	388,725
ZINC11695477	-10	462,236
ZINC12643281	-10	426,301
ZINC21119780	-10	418,348
ZINC31029464	-10	274,238
ZINC55894998	-10	381,286
ZINC01143696	-10	417,337
ZINC56918967	-10	345,317
ZINC13687690	-10	424,78
ZINC70811636	-10	372,276
ZINC85606036	-10	348,257
ZINC01163305	-10	361,245
ZINC36651959	-10	445,386
ZINC38627295	-10	421,299
ZINC89873218	-10	327,278
ZINC09749501	-10	440,375
ZINC14245207	-10	387,334
ZINC33068195	-10	394,305
ZINC41487586	-10	372,294
ZINC00850105	-10	469,372
ZINC11723158	-10	404,323
ZINC13006152	-10	360,233
ZINC12908575	-10	383,265
ZINC39875817	-10	415,273
ZINC77933216	-10	333,261
ZINC09816009	-10	409,367
ZINC49413949	-10	380,298
ZINC65061574	-10	459,216
ZINC63514084	-10	436,814
ZINC78685420	-10	351,253
ZINC05932375	-10	355,313
ZINC33031931	-10	425,363
ZINC04848611	-10	325,285
ZINC40753181	-10	398,292
ZINC39894998	-10	429,266
ZINC07285538	-10	318,243
ZINC25147453	-10	452,286
ZINC38709511	-10	328,266
ZINC46319651	-10	334,253
ZINC78108499	-10	346,259
ZINC14245212	-10	374,238
ZINC67156509	-10	332,25
ZINC50002951	-10	343,278
ZINC14160384	-10	446,356
ZINC04034648	-10	428,364
ZINC13109476	-10	361,249
ZINC00950378	-10	422,808
ZINC38937833	-10	342,273
ZINC01430699	-10	401,766
ZINC08451386	-10	455,415
ZINC49429880	-10	361,295
ZINC39895000	-10	429,266
ZINC75473427	-10	349,284
ZINC70891515	-10	405,311
ZINC91739168	-10	323,238
ZINC12662754	-10	368,261
ZINC11595104	-10	415,318
ZINC14245216	-10	362,711
ZINC16031442	-10	467,356
ZINC19789637	-10	422,311
ZINC49413956	-10	446,362
ZINC47400039	-10	338,284
ZINC72002661	-10	402,349
ZINC93890272	-10	342,249
ZINC09760684	-10	363,291
ZINC54777200	-10	365,256
ZINC59015723	-10	464,673
ZINC94019587	-10	353,296
ZINC29760683	-10	397,147
ZINC33262432	-10	388,322
ZINC72324690	-10	335,281
ZINC14245219	-10	438,79
ZINC33262433	-10	388,322
ZINC33125296	-10	367,279
ZINC04248497	-10	347,313
ZINC13992837	-10	361,273
ZINC14484453	-10	377,316
ZINC36357268	-10	387,267
ZINC46462732	-10	381,323
ZINC91739171	-10	349,223
ZINC24022517	-10	421,314
ZINC49481905	-10	329,254
ZINC03221491	-10	422,787
ZINC85357868	-10	344,245
ZINC12607888	-10	367,702
ZINC21933729	-10	364,252
ZINC33282573	-10	461,418
ZINC05796317	-10	391,349
ZINC93890278	-10	349,237
ZINC05815588	-10	373,328
ZINC15141190	-10	349,29
ZINC72069053	-10	439,335
ZINC78030049	-10	346,258
ZINC09478466	-10	353,273
ZINC64929163	-10	373,309
ZINC46005351	-10	442,337
ZINC93794145	-10	350,245
ZINC58006781	-10	357,256
ZINC06560859	-10	391,252
ZINC12780082	-10	398,315
ZINC08327170	-10	335,235
ZINC12407355	-10	365,328
ZINC12908588	-10	308,256
ZINC28220518	-10	318,246
ZINC20617412	-10	392,28
ZINC02320188	-10	411,784
ZINC70891526	-10	405,311
ZINC39781011	-10	354,287
ZINC72002670	-10	420,408
ZINC92166172	-10	369,281
ZINC09731433	-10	447,202
ZINC13117053	-10	420,34
ZINC49413967	-10	434,394
ZINC38703794	-10	466,82
ZINC14900860	-10	376,717
ZINC11507375	-10	456,748
ZINC83575562	-10	328,67
ZINC53605044	-10	348,254
ZINC24697633	-10	383,279
ZINC39795501	-10	388,342
ZINC07109259	-10	353,361
ZINC12385548	-10	362,262
ZINC12771607	-10	408,307
ZINC03644038	-10	436,318
ZINC11703823	-10	407,368
ZINC13117054	-10	420,34
ZINC08751410	-10	337,298
ZINC03508109	-10	322,231
ZINC58290973	-10	348,254
ZINC64929169	-10	384,74
ZINC04742831	-10	371,265
ZINC18022702	-10	342,224
ZINC08592642	-10	443,778
ZINC80152710	-10	342,273
ZINC19796546	-10	364,32
ZINC40988415	-10	375,746
ZINC40390659	-10	409,32
